mint,project,num_buy_swaps,num_sell_swaps,num_total_swaps,buy_volume_usd,sell_volume_usd,total_volume_usd,first_activity_time,last_activity_time,lifespan_days,inactivity_status
9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,jupiterz,10878,20227,31105,8.100340287162194e+07,8.765326272842315e+07,1.6865666560004508e+08,2025-12-01 00:00:29.000 UTC,2025-12-31 23:57:17.000 UTC,30,0
Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,whirlpool,628710,612109,1.240819e+06,8.312962206548454e+07,8.450920356480761e+07,1.6763882563029215e+08,2025-12-01 00:00:00.000 UTC,2025-12-31 23:59:59.000 UTC,30,0
METvsvVRapdj9cFLzq4Tr43xK4tAjQfwX76z3n6mWQL,meteora,426136,464055,890191,8.306339873311508e+07,8.358216726588705e+07,1.6664556599900213e+08,2025-12-01 00:00:00.000 UTC,2025-12-31 23:59:57.000 UTC,30,0
2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,whirlpool,131361,133462,264823,9.066972115533704e+07,7.232471409270181e+07,1.6299443524803883e+08,2025-12-01 00:00:05.000 UTC,2025-12-31 23:59:48.000 UTC,30,0
3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,whirlpool,226138,223395,449533,7.866412021296676e+07,7.81274196344447e+07,1.5679153984741145e+08,2025-12-01 00:00:06.000 UTC,2025-12-31 23:59:48.000 UTC,30,0
cbbtcf3aa214zXHbiAZQwf4122FBYbraNdFqgw4iMij,goonfi,473478,512757,986235,7.797442832512946e+07,7.803965294977254e+07,1.56014081274902e+08,2025-12-03 05:39:21.000 UTC,2025-12-31 23:59:50.000 UTC,28,0
7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,goonfi,501477,462940,964417,7.395369343605039e+07,7.402330677776903e+07,1.479770002138194e+08,2025-12-02 14:11:35.000 UTC,2025-12-31 23:59:50.000 UTC,29,0
So11111111111111111111111111111111111111112,manifest,347682,666783,1.014465e+06,3.27802358222927e+07,1.1313769789023614e+08,1.4591793371252882e+08,2025-12-01 00:00:01.000 UTC,2025-12-31 23:59:55.000 UTC,30,0
2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,stabble,235578,231611,467189,7.17467477168316e+07,7.16968051170881e+07,1.434435528339197e+08,2025-12-01 00:00:04.000 UTC,2025-12-31 23:59:51.000 UTC,30,0
Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,aquifer,213107,304367,517474,7.043249853974913e+07,7.025367807064246e+07,1.406861766103916e+08,2025-12-01 00:00:03.000 UTC,2025-12-31 23:59:50.000 UTC,30,0
cbbtcf3aa214zXHbiAZQwf4122FBYbraNdFqgw4iMij,humidifi,119185,146853,266038,6.76154616667455e+07,6.759159675825796e+07,1.3520705842500347e+08,2025-12-01 00:00:05.000 UTC,2025-12-31 23:55:36.000 UTC,30,0
Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,meteora,264053,270084,534137,6.575777886556466e+07,6.662794638397743e+07,1.3238572524954209e+08,2025-12-01 00:00:00.000 UTC,2025-12-31 23:59:42.000 UTC,30,0
7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,solfi,135879,127896,263775,6.484443448930873e+07,6.470206139393974e+07,1.2954649588324848e+08,2025-12-01 00:00:00.000 UTC,2025-12-31 23:59:50.000 UTC,30,0
9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,meteora,352307,351934,704241,6.313647948435949e+07,6.339904082011386e+07,1.2653552030447334e+08,2025-12-01 00:00:06.000 UTC,2025-12-31 23:59:49.000 UTC,30,0
2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,stabble,154879,155359,310238,6.3083659388521485e+07,6.3039017901013575e+07,1.2612267728953506e+08,2025-12-01 00:00:12.000 UTC,2025-12-31 23:59:59.000 UTC,30,0
cbbtcf3aa214zXHbiAZQwf4122FBYbraNdFqgw4iMij,zerofi,263245,220209,483454,5.938790174964787e+07,5.936710439475297e+07,1.1875500614440084e+08,2025-12-01 00:00:06.000 UTC,2025-12-31 23:59:57.000 UTC,30,0
WETZjtprkDMCcUxPi9PfWnowMRZkiGGHDb9rABuRZ2U,meteora,282823,310687,593510,5.824688754096101e+07,5.913304208874116e+07,1.1737992962970218e+08,2025-12-09 14:00:00.000 UTC,2025-12-31 23:57:44.000 UTC,22,0
9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,tessera,625439,610655,1.236094e+06,5.752619279105851e+07,5.639450361893799e+07,1.1392069640999651e+08,2025-12-01 00:00:05.000 UTC,2025-12-31 23:58:45.000 UTC,30,0
9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,whirlpool,370746,370901,741647,5.645291772272357e+07,5.663126932572077e+07,1.1308418704844435e+08,2025-12-01 00:00:08.000 UTC,2025-12-31 23:59:50.000 UTC,30,0
JDzPbXboQYWVmdxXS3LbvjM52RtsV1QaSv2AzoCiai2o,meteora,108166,106810,214976,5.427343573201379e+07,5.476005466480331e+07,1.090334903968171e+08,2025-12-01 00:00:41.000 UTC,2025-12-31 23:59:42.000 UTC,30,0
So11111111111111111111111111111111111111112,alphaq,354090,264200,618290,5.38095718522613e+07,5.38301844375293e+07,1.076397562897906e+08,2025-12-01 00:00:01.000 UTC,2025-12-31 23:59:50.000 UTC,30,0
EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,phoenix,178204,200931,379135,7.12085961015888e+07,3.322316824482556e+07,1.0443176434641436e+08,2025-12-01 00:00:07.000 UTC,2025-12-31 23:59:52.000 UTC,30,0
KMNo3nJsBXfcpJTVhZcXLW7RmTwTt4GVFE7suUBo9sS,whirlpool,561729,561870,1.123599e+06,5.212594593398363e+07,5.2171910112695806e+07,1.0429785604667944e+08,2025-12-01 00:00:00.000 UTC,2025-12-31 23:59:41.000 UTC,30,0
2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,alphaq,122031,122454,244485,5.090536882496072e+07,5.089834261287109e+07,1.0180371143783182e+08,2025-12-01 00:00:29.000 UTC,2025-12-31 23:59:15.000 UTC,30,0
2zMMhcVQEXDtdE6vsFS7S7D5oUodfJHE8vd1gnBouauv,meteora,116919,125340,242259,4.988813999006547e+07,5.1107483871657506e+07,1.0099562386172298e+08,2025-12-01 00:00:01.000 UTC,2025-12-31 23:59:13.000 UTC,30,0
A7bdiYdS5GjqGFtxf17ppRHtDKPkkRqbKtR27dxvQXaS,meteora,210174,214446,424620,4.757707729976867e+07,4.714798304578022e+07,9.47250603455489e+07,2025-12-01 00:00:03.000 UTC,2025-12-31 23:59:53.000 UTC,30,0
cbbtcf3aa214zXHbiAZQwf4122FBYbraNdFqgw4iMij,solfi,141689,185055,326744,4.706824930257764e+07,4.696968987568175e+07,9.403793917825939e+07,2025-12-01 00:00:01.000 UTC,2025-12-31 23:59:52.000 UTC,30,0
3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,meteora,221570,212535,434105,4.635652218696667e+07,4.644337857757032e+07,9.279990076453699e+07,2025-12-01 00:00:07.000 UTC,2025-12-31 23:59:50.000 UTC,30,0
9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,raydium,94786,94267,189053,4.374946915149863e+07,4.527919342450232e+07,8.902866257600096e+07,2025-12-01 00:00:30.000 UTC,2025-12-31 23:56:14.000 UTC,30,0
BANKJmvhT8tiJRsBSS1n2HryMBPvT5Ze4HU95DUAmeta,meteora,117114,103331,220445,4.228093171430403e+07,4.320090662292363e+07,8.548183833722766e+07,2025-12-01 00:00:04.000 UTC,2025-12-31 23:59:39.000 UTC,30,0
pumpCmXqMfrsAkQ5r49WcJnRayYRqmXz6ae8H7H9Dfn,solfi,395565,466891,862456,3.952820681138748e+07,3.9476650082186915e+07,7.900485689357439e+07,2025-12-01 00:00:03.000 UTC,2025-12-31 23:59:01.000 UTC,30,0
2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,alphaq,118362,129541,247903,3.936233580400008e+07,3.9361536594994746e+07,7.872387239899483e+07,2025-12-01 00:00:11.000 UTC,2025-12-31 23:59:36.000 UTC,30,0
CSrwNk6B1DwWCHRMsaoDVUfD5bBMQCJPY72ZG3Nnpump,pumpswap,164471,230748,395219,2.9488849717933413e+07,4.90075978751371e+07,7.84964475930705e+07,2025-12-01 11:34:11.000 UTC,2025-12-31 23:58:40.000 UTC,30,0
2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,manifest,53027,56939,109966,3.903122829772208e+07,3.911225968254308e+07,7.814348798026516e+07,2025-12-01 00:00:48.000 UTC,2025-12-31 23:59:59.000 UTC,30,0
WETZjtprkDMCcUxPi9PfWnowMRZkiGGHDb9rABuRZ2U,humidifi,79833,77586,157419,3.921225325060571e+07,3.826406699131219e+07,7.747632024191791e+07,2025-12-09 15:03:52.000 UTC,2025-12-31 23:43:43.000 UTC,22,0
J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,meteora,114902,88651,203553,4.2958834336290024e+07,3.1979231484586265e+07,7.493806582087629e+07,2025-12-01 00:00:09.000 UTC,2025-12-31 23:59:58.000 UTC,30,0
cbbtcf3aa214zXHbiAZQwf4122FBYbraNdFqgw4iMij,manifest,146621,156870,303491,3.74398021387363e+07,3.744313332057038e+07,7.488293545930669e+07,2025-12-01 00:00:11.000 UTC,2025-12-31 23:59:52.000 UTC,30,0
3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,manifest,156870,146621,303491,3.744313332057036e+07,3.74398021387363e+07,7.488293545930666e+07,2025-12-01 00:00:11.000 UTC,2025-12-31 23:59:52.000 UTC,30,0
Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,byreal,106555,117719,224274,3.2837111265425023e+07,3.924163041866089e+07,7.20787416840859e+07,2025-12-01 00:00:30.000 UTC,2025-12-31 23:58:51.000 UTC,30,0
3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,humidifi,110352,113268,223620,3.566608020859285e+07,3.565317384596133e+07,7.131925405455418e+07,2025-12-01 00:00:05.000 UTC,2025-12-31 23:53:09.000 UTC,30,0
7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,aquifer,48202,93401,141603,3.4108203998244196e+07,3.393729083154466e+07,6.804549482978886e+07,2025-12-01 00:07:40.000 UTC,2025-12-31 22:27:17.000 UTC,30,0
EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,raydium,713624,687417,1.401041e+06,3.3248225032266214e+07,3.2503660911165617e+07,6.575188594343183e+07,2025-12-01 00:00:01.000 UTC,2025-12-31 23:59:52.000 UTC,30,0
USD1ttGY1N17NEEHLmELoaybftRBUSErhqYiQzvEmuB,manifest,289820,270394,560214,3.275609046224013e+07,3.270560157429685e+07,6.546169203653698e+07,2025-12-01 00:00:08.000 UTC,2025-12-31 23:59:58.000 UTC,30,0
J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,manifest,253684,120767,374451,5.138656320223729e+07,1.293216621807804e+07,6.431872942031533e+07,2025-12-01 00:00:27.000 UTC,2025-12-31 23:51:38.000 UTC,30,0
cbbtcf3aa214zXHbiAZQwf4122FBYbraNdFqgw4iMij,pancakeswap,462823,407596,870419,3.192301888345956e+07,3.1784558300225154e+07,6.3707577183684714e+07,2025-12-01 00:00:01.000 UTC,2025-12-31 23:59:57.000 UTC,30,0
cbbtcf3aa214zXHbiAZQwf4122FBYbraNdFqgw4iMij,meteora,231877,204793,436670,3.131420005497334e+07,3.201327945318424e+07,6.332747950815758e+07,2025-12-01 00:00:06.000 UTC,2025-12-31 23:59:56.000 UTC,30,0
WETZjtprkDMCcUxPi9PfWnowMRZkiGGHDb9rABuRZ2U,zerofi,224923,208028,432951,3.156956483545579e+07,3.1630877146153107e+07,6.32004419816089e+07,2025-12-09 16:48:13.000 UTC,2025-12-31 23:58:45.000 UTC,22,0
6FrrzDk5mQARGc1TDYoyVnSyRdds1t4PbtohCD6p3tgG,whirlpool,13288,21921,35209,3.0696663469266538e+07,3.2246464383754246e+07,6.294312785302079e+07,2025-12-01 00:00:50.000 UTC,2025-12-31 23:58:49.000 UTC,30,0
CASHx9KJUStyftLFWGvEVf59SGeG9sh5FfcnZMVPCASH,alphaq,88767,40972,129739,3.1419163605733413e+07,3.1404070669218052e+07,6.2823234274951465e+07,2025-12-01 00:00:54.000 UTC,2025-12-31 23:59:58.000 UTC,30,0
