n_train,n_test,train_positive,test_positive,target_label,split,window_hours,threshold,roc_auc,pr_auc,precision,recall,f1,predicted_positive_rate,brier_score,ece,precision_at_1pct,precision_at_5pct,precision_at_10pct,enrichment_at_1pct,enrichment_at_5pct,enrichment_at_10pct,model,status
65009,100250,52777,82840,rugcheck_binary,temporal_2024_train_2025_test,1,0.5,0.5069423164340247,0.8282424928587899,0.8263341645885287,1.0,0.9049101534764323,1.0,0.1437043398618698,0.010651227997425503,0.8115653040877367,0.8414123279473369,0.8351122194513716,0.9821272541621874,1.0182470530748493,1.0106228874939642,graphsage,completed
